"sent_seq_id","X.AUTHID","binLabelScr","WhetherNeg","NegScr"
1257,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.6,0,0
1258,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.4,0,0
1259,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.4,0,0
1260,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.4,0,0
1261,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.2,0,0
1262,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.4,0,0
1263,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.4,0,0
1264,"b'http://newsroom.lufthansagroup.com/english/more/fleet/press-releases/lufthansa-a350-900--take-off-on-a-new-digital-travel-experience/s/226c1539-068e-447b-af0a-c6e716599fbe'",0.4,1,0.121
1265,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1266,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1267,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1268,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,0,0
1269,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,0,0
1270,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1271,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1272,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1273,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,1,0.239
1274,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1275,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1276,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1277,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0,0,0
1278,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1279,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1280,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,0,0
1281,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1282,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0,0,0
1283,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1284,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1285,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1286,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1287,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1288,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,1,0.121
1289,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1290,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1291,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1292,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,0,0
1293,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,0,0
1294,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1295,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1296,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1297,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,1,0.239
1298,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1299,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1300,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1301,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0,0,0
1302,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1303,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1304,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.6,0,0
1305,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1306,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0,0,0
1307,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1308,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1309,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.2,0,0
1310,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1311,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,0,0
1312,"b'http://newsroom.lufthansagroup.com/english/more/flight-operation/press-releases/new-satellite-terminal-redefines-standards-for-quality--comfort-and-convenience/s/768ae186-e78b-4a6a-8062-0665cc447b88'",0.4,1,0.121
1313,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,1,0.32
1314,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1315,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1316,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1317,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1318,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1319,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1320,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1321,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0.063
1322,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1323,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1324,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1325,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1326,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0.069
1327,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1328,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1329,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1330,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.2,0,0
1331,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1332,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,0,0
1333,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology'",0.4,1,0.121
1334,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,1,0.32
1335,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1336,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1337,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1338,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.2,0,0
1339,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.2,0,0
1340,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1341,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1342,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1343,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1344,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1345,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1346,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1347,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1348,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1349,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,1,0.049
1350,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1351,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1352,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1353,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1354,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1355,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.2,0,0
1356,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1357,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1358,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,1,0.121
1359,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1360,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1361,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1362,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1363,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1364,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,1,0.113
1365,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,1,0.111
1366,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1367,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.6,1,0.382
1368,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1369,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1370,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1371,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1372,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.6,0,0
1373,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0.094
1374,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1375,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0.055
1376,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1377,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1378,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1379,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1380,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1381,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1382,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1383,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.2,0,0
1384,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1385,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,0,0
1386,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/locating-turbulence/s/006e01b2-0895-4b68-bb16-bb8e04867f65'",0.4,1,0.121
1387,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,1,0.32
1388,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1389,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1390,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1391,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1392,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1393,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.2,0,0
1394,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0.063
1395,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.2,0,0
1396,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1397,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1398,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.2,0,0
1399,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0.069
1400,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.2,0,0
1401,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1402,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.2,0,0
1403,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1404,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.6,0,0
1405,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.2,0,0
1406,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1407,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,0,0
1408,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases'",0.4,1,0.121
1409,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,1,0.32
1410,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1411,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1412,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1413,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.2,0,0
1414,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.2,0,0
1415,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1416,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1417,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1418,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1419,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1420,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1421,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1422,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1423,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1424,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,1,0.049
1425,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1426,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1427,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
1428,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.6,0,0
1429,"b'http://newsroom.lufthansagroup.com/english/more/innovation-technology/press-releases/dimensions-of-digitization/s/0afe008d-0c7a-4f66-b97d-1e26617d5250'",0.4,0,0
